Dreaming in Cuban,"García, Cristina",,,,,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
Extremely Loud & Incredibly Close,"Foer, Jonathan Safran",,,,,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
Fly on the Wall: How One Girl Saw Everything,"Lockhart, E.",,,,,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
Forever...,"Blume, Judy",,,,,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
Killing Mr. Griffin,"Duncan, Lois",,,,,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
Melissa (George),"Gino, Alex",,,,,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
More Happy Than Not,"Silvera, Adam",,,,,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
Nineteen Minutes,"Picoult, Jodi",,,,,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
Outlander,"Gabaldon, Diana",,,,Outlander,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","Lockhart, E.",,,,,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
Sloppy Firsts,"McCafferty, Megan",,,,Jessica Darling,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",,"Forney, Ellen",,,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
The Bluest Eye,"Morrison, Toni",,,,,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
The Family Book,"Parr, Todd",,,,,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
The Gender Quest Workbook: A Guide for Teens and Young Adults Exploring Gender Identity,"Testa, Rylan Jay","Coolhart, Deborah; Peta, Jayme",,,,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
The Hate U Give,"Thomas, Angie",,,,,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
Thirteen Reasons Why,"Asher, Jay",,,,,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
This Book Is Gay,"Dawson, Juno",,,,,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
This One Summer,"Tamaki, Mariko",,"Tamaki, Jillian",,,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
Tricks,"Hopkins, Ellen",,,,Tricks,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
Two Boys Kissing,"Levithan, David",,,,,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
Unravel Me,"Mafi, Tahereh",,,,Shatter Me,Pennsylvania,Pleasant Valley School District,July 2022,Banned Pending Investigation,Informal Challenge
A Court of Frost and Starlight,"Maas, Sarah J.",,,,A Court of Thorns and Roses,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
A Court of Mist and Fury,"Maas, Sarah J.",,,,A Court of Thorns and Roses,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
A Lesson in Vengeance,"Lee, Victoria",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
All Boys Aren't Blue,"Johnson, George M.",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
All the Things We Do in the Dark,"Mitchell, Saundra",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Almost Perfect,"Katcher, Brian",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Ask the Passengers,"King, A. S.",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Beautiful,"Reed, Amy",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Boy Girl Boy,"Koertge, Ron",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Breathless,"Niven, Jennifer",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Burned (EH),"Hopkins, Ellen",,,,Burned,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
City of Heavenly Fire,"Clare, Cassandra",,,,The Mortal Instruments,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Clockwork Princess,"Clare, Cassandra",,,,The Infernal Devices,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Collateral,"Hopkins, Ellen",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Confess,"Hoover, Colleen",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Cool for the Summer,"Adler, Dahlia",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Crank,"Hopkins, Ellen",,,,Crank,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Damsel,"Arnold, Elana K.",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Eleanor & Park,"Rowell, Rainbow",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Empire of Storms,"Maas, Sarah J.",,,,Throne of Glass,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Extremely Loud & Incredibly Close,"Foer, Jonathan Safran",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Fade,"McMann, Lisa",,,,Wake,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Fallout,"Hopkins, Ellen",,,,Crank,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Felix Ever After,"Callender, Kacen",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Flamer,"Curato, Mike",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Forever for a Year,"Gottfred, B. T.",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Foul is Fair,"Capin, Hannah",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
"Gabi, a Girl in Pieces","Quintero, Isabel",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Glass,"Hopkins, Ellen",,,,Crank,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Go Ask Alice,"Sparks, Beatrice",Anonymous,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Grit,"French, Gillian",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
grl2grl,"Peters, Julie Anne",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Grown,"Jackson, Tiffany D.",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Half of a Yellow Sun,"Adichie, Chimamanda Ngozi",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Hopeless,"Hoover, Colleen",,,,Hopeless,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
I Am Not Your Perfect Mexican Daughter,"Sánchez, Erika L.",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
I'll Give You the Sun,"Nelson, Jandy",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Identical,"Hopkins, Ellen",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Impulse,"Hopkins, Ellen",,,,Impulse,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
It Ends With Us,"Hoover, Colleen",,,,It Ends with Us,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Kingdom of Ash,"Maas, Sarah J.",,,,Throne of Glass,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Last Night at the Telegraph Club,"Lo, Malinda",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Layla,"Hoover, Colleen",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Leah on the Offbeat,"Albertalli, Becky",,,,Simonverse,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Living Dead Girl,"Scott, Elizabeth",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Lolita,"Nabokov, Vladimir",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Looking for Alaska,"Green, John",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Lucky,"Sebold, Alice",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Me and Earl and the Dying Girl,"Andrews, Jesse",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Milk and Honey,"Kaur, Rupi",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Monday's Not Coming,"Jackson, Tiffany D.",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
More Happy Than Not,"Silvera, Adam",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Nineteen Minutes,"Picoult, Jodi",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
November 9,"Hoover, Colleen",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Oryx and Crake,"Atwood, Margaret",,,,MaddAddam,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Out of Darkness,"Pérez, Ashley Hope",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Perfect,"Hopkins, Ellen",,,,Impulse,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Push,Sapphire,,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Ramona Blue,"Murphy, Julie",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Red at the Bone,"Woodson, Jacqueline",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Rumble,"Hopkins, Ellen",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Scars,"Rainfield, Cheryl",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Shine,"Myracle, Lauren",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Skin,"Vrettos, Adrienne Maria",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Smoke,"Hopkins, Ellen",,,,Impulse,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Sold,"McCormick, Patricia",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Speak,"Anderson, Laurie Halse",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
"Stamped (For Kids): Racism, Antiracism, and You","Reynolds, Jason","Kendi, Ibram X.; Cherry-Paul, Sonja",,,,South Carolina,Beaufort County School District,October 2022,Banned in Libraries,Informal Challenge
Stamped from the Beginning: The Definitive History of Racist Ideas in America,"Kendi, Ibram X.",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
"Stamped: Racism, Antiracism, and You","Reynolds, Jason","Kendi, Ibram X.",,,,South Carolina,Beaufort County School District,October 2022,Banned in Libraries,Informal Challenge
The Art of Racing in the Rain,"Stein, Garth",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
The Black Flamingo,"Atta, Dean",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
The Bluest Eye,"Morrison, Toni",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
The Carnival at Bray,"Foley, Jessie Ann",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",,,,Hamilton High,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
The Female of the Species,"McGinnis, Mindy",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
The Fixer,"Barnes, Jennifer Lynn",,,,The Fixer,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
The Freedom Writers Diary,"Gruwell, Erin",The Freedom Writers,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
The Handmaid's Tale,"Atwood, Margaret",,,,,South Carolina,Beaufort County School District,October 2022,Banned in Libraries,Informal Challenge
The Haters,"Andrews, Jesse",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
The Infinite Moment of Us,"Myracle, Lauren",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
The Kite Runner,"Hosseini, Khaled",,,,,South Carolina,Beaufort County School District,October 2022,Banned in Libraries,Informal Challenge
The Lovely Bones,"Sebold, Alice",,,,,South Carolina,Beaufort County School District,October 2022,Banned in Libraries,Informal Challenge
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,South Carolina,Beaufort County School District,October 2022,Banned in Libraries,Informal Challenge
The Poet X,"Acevedo, Elizabeth",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
The Truth About Alice: A Novel,"Mathieu, Jennifer",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
The Upside of Unrequited,"Albertalli, Becky",,,,Simonverse,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
The You I've Never Known,"Hopkins, Ellen",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Thirteen Reasons Why,"Asher, Jay",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
This One Summer,"Tamaki, Mariko",,"Tamaki, Jillian",,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Tilt,"Hopkins, Ellen",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Tower of Dawn,"Maas, Sarah J.",,,,Throne of Glass,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Tricks,"Hopkins, Ellen",,,,Tricks,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Water for Elephants,"Gruen, Sara",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Wintergirls,"Anderson, Laurie Halse",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Yolk,"Choi, Mary H.K.",,,,,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
yolo,"Myracle, Lauren",,,,Internet Girls,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Julián Is a Mermaid,"Love, Jessica",,,,Julián,South Carolina,Horry County Schools,November 2022,Banned in Libraries and Classrooms,Informal Challenge
Last Night at the Telegraph Club,"Lo, Malinda",,,,,South Carolina,Horry County Schools,November 2022,Banned in Libraries and Classrooms,Informal Challenge
Lily and Dunkin,"Gephart, Donna",,,,,South Carolina,Horry County Schools,November 2022,Banned in Libraries and Classrooms,Informal Challenge
Melissa (George),"Gino, Alex",,,,,South Carolina,Horry County Schools,November 2022,Banned in Libraries and Classrooms,Informal Challenge
What Riley Wore,"Arnold, Elana K.",,,,,South Carolina,Horry County Schools,November 2022,Banned in Libraries and Classrooms,Informal Challenge
"Stamped: Racism, Antiracism, and You","Reynolds, Jason","Kendi, Ibram X.",,,,South Carolina,Lexington County School District 3,October 2022,Banned in Libraries and Classrooms,Legislative Action
Black is a Rainbow Color,"Joy, Angela",,"Holmes, Ekua",,,South Carolina,Lexington-Richland School District 5,October 2022,Banned Pending Investigation,Formal Challenge
Dear Martin,"Stone, Nic",,,,,South Carolina,School District of Pickens County,November 2022,Banned in Libraries,Formal Challenge
"Stamped: Racism, Antiracism, and You","Reynolds, Jason","Kendi, Ibram X.",,,,South Carolina,School District of Pickens County,September 2022,Banned in Libraries and Classrooms,Unclear
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,South Carolina,School District of Pickens County,September 2022,Banned in Libraries and Classrooms,Unclear
Laura Dean Keeps Breaking Up with Me,"Tamaki, Mariko",,"Valero-O'Connell, Rosemary",,,Tennessee,Robertson County Schools,December 2022,Banned in Libraries and Classrooms,Formal Challenge
Lawn Boy,"Evison, Jonathan",,,,,Tennessee,Sumner County Schools,October 2022,Banned in Libraries and Classrooms,Informal Challenge
Jack of Hearts (and other parts),"Rosen, L. C.",,,,,Tennessee,Wilson County Schools,December 2022,Banned in Libraries and Classrooms,Formal Challenge
Tricks,"Hopkins, Ellen",,,,Tricks,Tennessee,Wilson County Schools,December 2022,Banned in Libraries and Classrooms,Formal Challenge
After,"Efaw, Amy",,,,,Texas,Belton ISD,September 2022,Banned Pending Investigation,Formal Challenge
All Boys Aren't Blue,"Johnson, George M.",,,,,Texas,Belton ISD,August 2022,Banned Pending Investigation,Formal Challenge
Cherry,"Rosin, Lindsey",,,,,Texas,Belton ISD,August 2022,Banned Pending Investigation,Formal Challenge
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Texas,Belton ISD,August 2022,Banned Pending Investigation,Formal Challenge
Kiss Number 8,"Venable, Colleen A. F.",,"Crenshaw, Ellen T.",,,Texas,Belton ISD,August 2022,Banned Pending Investigation,Formal Challenge
Lawn Boy,"Evison, Jonathan",,,,,Texas,Belton ISD,August 2022,Banned Pending Investigation,Formal Challenge
Milk and Honey,"Kaur, Rupi",,,,,Texas,Belton ISD,August 2022,Banned Pending Investigation,Formal Challenge
"Now That We're Men: A Play and True Life Accounts of Boys, Sex & Power","Capiello, Katie",,,,,Texas,Belton ISD,August 2022,Banned Pending Investigation,Formal Challenge
The Nowhere Girls,"Reed, Amy",,,,,Texas,Belton ISD,October 2022,Banned Pending Investigation,Formal Challenge
What Girls Are Made Of,"Arnold, Elana K.",,,,,Texas,Belton ISD,September 2022,Banned Pending Investigation,Formal Challenge
A Court of Frost and Starlight,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Texas,Conroe ISD,September 2022,Banned in Libraries and Classrooms,Formal Challenge
A Court of Mist and Fury,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Texas,Conroe ISD,September 2022,Banned in Libraries and Classrooms,Formal Challenge
A ​Court of Silver Flames,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Texas,Conroe ISD,September 2022,Banned in Libraries and Classrooms,Formal Challenge
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Texas,Conroe ISD,September 2022,Banned in Libraries and Classrooms,Formal Challenge
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Texas,Conroe ISD,September 2022,Banned in Libraries and Classrooms,Formal Challenge
All Boys Aren't Blue,"Johnson, George M.",,,,,Texas,Conroe ISD,November 2022,Banned in Libraries and Classrooms,Formal Challenge
Eleanor & Park,"Rowell, Rainbow",,,,,Texas,Conroe ISD,September 2022,Banned in Libraries,Formal Challenge
Ramona Blue,"Murphy, Julie",,,,,Texas,Conroe ISD,November 2022,Banned Pending Investigation,Formal Challenge
The Handmaid's Tale,"Atwood, Margaret",,,,,Texas,Conroe ISD,November 2022,Banned in Libraries and Classrooms,Formal Challenge
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Texas,Conroe ISD,September 2022,Banned in Classrooms,Formal Challenge
#Hockey,"Ukazu, Ngozi",,,,"Check, Please!",Texas,Frisco Independent School District,November 2022,Banned in Libraries and Classrooms,Informal Challenge
"20,000 Leagues Under the Sea (Graphic Novel)","Verne, Jules","Bowen, Carl","Ruiz, Jose Alfonso",,Graphic Revolve: Common Core Editions,Texas,Frisco Independent School District,September 2022,Banned in Libraries,Administration
A Clash of Kings,"Martin, George R.R.",,,,A Song of Ice and Fire,Texas,Frisco Independent School District,September 2022,Banned in Libraries and Classrooms,Administration
A Court of Frost and Starlight,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Texas,Frisco Independent School District,October 2022,Banned in Libraries and Classrooms,Administration
A Court of Mist and Fury,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Texas,Frisco Independent School District,September 2022,Banned in Libraries and Classrooms,Informal Challenge
A ​Court of Silver Flames,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Texas,Frisco Independent School District,September 2022,Banned in Libraries and Classrooms,Administration
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Texas,Frisco Independent School District,October 2022,Banned in Libraries and Classrooms,Administration
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Texas,Frisco Independent School District,October 2022,Banned in Libraries and Classrooms,Administration
A Dance with Dragons,"Martin, George R.R.",,,,A Song of Ice and Fire,Texas,Frisco Independent School District,September 2022,Banned in Libraries and Classrooms,Administration
A Feast for Crows,"Martin, George R.R.",,,,A Song of Ice and Fire,Texas,Frisco Independent School District,September 2022,Banned in Libraries and Classrooms,Administration
A Game of Thrones,"Martin, George R.R.",,,,A Song of Ice and Fire,Texas,Frisco Independent School District,September 2022,Banned in Libraries and Classrooms,Administration
A Million Shades of Gray,"Kadohata, Cynthia",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
A Rational Explanation,"Youngblood, Tiffany",,,,Thomas and Dean Mysteries,Texas,Frisco Independent School District,September 2022,Banned in Libraries and Classrooms,Administration
A Sense of the Infinite,"Smith, Hilary T.",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
A Storm of Swords,"Martin, George R.R.",,,,A Song of Ice and Fire,Texas,Frisco Independent School District,October 2022,Banned in Libraries and Classrooms,Administration
Acceptance,"VanderMeer, Jeff",,,,Southern Reach,Texas,Frisco Independent School District,October 2022,Banned Pending Investigation,Administration
Adventures of a Kid Magician,"Flom, Justin","Flom-Hill, Judy; Flom, Scott","Blom, Drew",,From the Magical Life of Justin Flom,Texas,Frisco Independent School District,October 2022,Banned in Libraries and Classrooms,Administration
Aleutian Sparrow,"Hesse, Karen",,"Zerbetz, Evon",,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
All Boys Aren't Blue,"Johnson, George M.",,,,,Texas,Frisco Independent School District,September 2022,Banned in Libraries and Classrooms,Informal Challenge
All the Bright Places,"Niven, Jennifer",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
All the Things We Do in the Dark,"Mitchell, Saundra",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries and Classrooms,Administration
"Always and Forever, Lara Jean","Han, Jenny",,,,To All the Boys I've Loved Before,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Ambush,"Skye, Obert",,,,Pillage,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
American Gods,"Gaiman, Neil",,,,American Gods,Texas,Frisco Independent School District,September 2022,Banned in Libraries and Classrooms,Administration
An American Plague: The True and Terrifying Story of the Yellow Fever Epidemic of 1793,"Murphy, Jim",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Anansi Boys,"Gaiman, Neil",,,,American Gods,Texas,Frisco Independent School District,October 2022,Banned Pending Investigation,Administration
And I Darken,"White, Kiersten",,,,The Conqueror's Saga,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
And They Lived...,"Salvatore, Steven",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries and Classrooms,Administration
Anne of Avonlea,"Montgomery, L. M.",,,,Anne of Green Gables,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Annihilation,"VanderMeer, Jeff",,,,Southern Reach,Texas,Frisco Independent School District,October 2022,Banned Pending Investigation,Administration
Ark Angel,"Horowitz, Anthony",,,,Alex Rider Adventure,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Asking for It,"O'Neill, Louise",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries and Classrooms,Informal Challenge
Authority,"VanderMeer, Jeff",,,,Southern Reach,Texas,Frisco Independent School District,October 2022,Banned Pending Investigation,Administration
Before We Were Free,"Alvarez, Julia",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Better Than Perfect,"Elkeles, Simone",,,,Wild Cards,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Bird Box,"Malerman, Josh",,,,Bird Box,Texas,Frisco Independent School District,October 2022,Banned Pending Investigation,Administration
Black Holes and Baby Universes and Other Essays,"Hawking, Stephen",,,,,Texas,Frisco Independent School District,October 2022,Banned Pending Investigation,Administration
Blue Bloods,"de la Cruz, Melissa",,,,Blue Bloods,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Blue Bloods: After Life,"de la Cruz, Melissa",,,,Blue Bloods,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Blue Window,"Gewirtz, Adina Rishe",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Breaking Dawn,"Meyer, Stephanie",,,,Twilight Saga,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Brisingr,"Paolini, Christopher",,,,The Inheritance Cycle,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Broken Beautiful Hearts,"Garcia, Kami",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Brown v. Board of Education: A Fight for Simple Justice,"Rubin, Susan Goldman",,,,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Burned (EH),"Hopkins, Ellen",,,,Burned,Texas,Frisco Independent School District,October 2022,Banned in Libraries and Classrooms,Informal Challenge
Catwoman: Soulstealer,"Maas, Sarah J.",,,,DC Icons,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Challenger Deep,"Shusterman, Neal",,"Shusterman, Brendan",,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Cheshire Crossing,"Weir, Andy",,"Andersen, Sarah",,,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
Chicken Girl,"Smith, Heather",,,,,Texas,Frisco Independent School District,November 2022,Banned in Libraries and Classrooms,Informal Challenge
Choke,"Skye, Obert",,,,Pillage,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
City Love,"Colasanti, Susane",,,,City Love,Texas,Frisco Independent School District,September 2022,Banned in Libraries,Administration
City of Heavenly Fire,"Clare, Cassandra",,,,The Mortal Instruments,Texas,Frisco Independent School District,October 2022,Banned in Libraries,Administration
